Ingredient code,Ingredient description,ingredient_clean,taxon_clean,Similarity,Level.code,taxon.food.description
3119,"Babyfood, vegetables, corn, creamed, strained",corn strained babyfood vegetable creamed,baby grain vegetable,0.654,765,Vegetables with grain baby food
3120,"Babyfood, vegetables, corn, creamed, junior",corn junior babyfood vegetable creamed,baby meat vegetable,0.589,766,Vegetables with meat baby food
3121,"Babyfood, vegetables, peas, strained",strained pea babyfood vegetable,baby grain vegetable,0.747,765,Vegetables with grain baby food
3122,"Babyfood, peas, dices, toddler",dice toddler pea babyfood,pear baby,0.392,67109,Pears baby food
3127,"Babyfood, vegetables, spinach, creamed, strained",spinach strained babyfood vegetable creamed,baby grain vegetable,0.622,765,Vegetables with grain baby food
3128,"Babyfood, fruit, apricot with tapioca, junior",fruit tapioca junior apricot babyfood,apricot,0.521,62104,Apricot
3129,"Babyfood, fruit, bananas with tapioca, strained",fruit banana tapioca strained babyfood,banana baby other fruit,0.644,67106,Bananas with other fruit baby food
3130,"Babyfood, fruit, peaches, strained",fruit strained peach babyfood,baby peach,0.6,67108,Peaches baby food
3131,"Babyfood, fruit, peaches, junior",fruit junior peach babyfood,baby peach,0.563,67108,Peaches baby food
3132,"Babyfood, fruit, pears, strained",fruit pear strained babyfood,fruit baby,0.603,67100,Fruit baby NFS
3133,"Babyfood, fruit, pears, junior",fruit pear junior babyfood,fruit baby,0.572,67100,Fruit baby NFS
3134,"Babyfood, fruit, plums with tapioca, without ascorbic acid, strained",fruit tapioca without strained acid ascorbic plum babyfood,fruit baby,0.404,67100,Fruit baby NFS
3135,"Babyfood, fruit, plums with tapioca, without ascorbic acid, junior",fruit tapioca without junior acid ascorbic plum babyfood,fruit baby,0.391,67100,Fruit baby NFS
3136,"Babyfood, fruit, prunes with tapioca, without ascorbic acid, strained",fruit prune tapioca without strained acid ascorbic babyfood,baby prune,0.443,67110,Prunes baby food
3139,"Babyfood, prunes, without vitamin c, strained",prune without strained vitamin babyfood c,baby prune,0.543,67110,Prunes baby food
3140,"Babyfood, fruit dessert, mango with tapioca",fruit tapioca dessert mango babyfood,baby dessert milk,0.481,133,Milk desserts baby food
3141,"Babyfood, pears, dices, toddler",dice pear toddler babyfood,pear baby,0.494,67109,Pears baby food
3142,"Babyfood, fruit, applesauce and apricots, strained",fruit strained applesauce apricot babyfood,fruit baby applesauce other,0.693,67104,Applesauce and other fruit baby food
3143,"Babyfood, fruit, applesauce and apricots, junior",fruit junior applesauce apricot babyfood,fruit baby applesauce other,0.669,67104,Applesauce and other fruit baby food
3144,"Babyfood, fruit, applesauce and cherries, strained",fruit strained applesauce babyfood cherry,fruit baby applesauce other,0.748,67104,Applesauce and other fruit baby food
3145,"Babyfood, fruit, applesauce and cherries, junior",fruit junior applesauce babyfood cherry,fruit baby applesauce other,0.72,67104,Applesauce and other fruit baby food
3147,"Babyfood, fruit, applesauce with banana, junior",fruit banana junior applesauce babyfood,fruit baby applesauce other,0.638,67104,Applesauce and other fruit baby food
3152,"Babyfood, fruit, apple and raspberry, strained",fruit strained raspberry babyfood apple,raspberry,0.658,63219,Raspberries
3153,"Babyfood, fruit, apple and raspberry, junior",fruit junior raspberry babyfood apple,raspberry,0.631,63219,Raspberries
3154,"Babyfood, fruit and vegetable, apple and sweet potato",fruit potato babyfood vegetable apple sweet,potato beef vegetable,0.673,2741,Beef with vegetable no potatoes
3156,"Babyfood, fruit, bananas and pineapple with tapioca, junior",fruit banana tapioca junior pineapple babyfood,banana baby other fruit,0.545,67106,Bananas with other fruit baby food
3157,"Babyfood, fruit, bananas and pineapple with tapioca, strained",fruit banana tapioca strained pineapple babyfood,baby pear pineapple,0.584,67114,Pears and pineapple baby food
3158,"Babyfood, fruit, pears and pineapple, strained",fruit pear strained pineapple babyfood,baby pear pineapple,0.776,67114,Pears and pineapple baby food
3159,"Babyfood, fruit, pears and pineapple, junior",fruit pear junior pineapple babyfood,baby pear pineapple,0.728,67114,Pears and pineapple baby food
3161,"Babyfood, peaches, dices, toddler",dice toddler peach babyfood,baby peach,0.542,67108,Peaches baby food
3163,"Babyfood, fruit, bananas with apples and pears, strained",fruit banana pear strained babyfood apple,banana baby other fruit,0.665,67106,Bananas with other fruit baby food
3164,"Babyfood, fruit, apple and blueberry, strained",fruit blueberry strained babyfood apple,blueberry,0.642,62105,Blueberries
3165,"Babyfood, fruit, apple and blueberry, junior",fruit blueberry junior babyfood apple,blueberry,0.624,62105,Blueberries
3166,"Babyfood, juice, apple",juice apple babyfood,baby apple,0.694,67101,Apple baby food
3167,"Babyfood, apple-banana juice",banana juice apple babyfood,banana baby,0.722,67105,Bananas baby food
3168,"Babyfood, juice, apple and peach",juice apple peach babyfood,baby pear apple,0.639,67113,Apples and pears baby food
3171,"Babyfood, juice, apple and prune",juice apple babyfood prune,baby prune,0.657,67110,Prunes baby food
3172,"Babyfood, juice, orange",juice orange babyfood,juice tangerine orange blend,0.611,6121,Orange tangerine or juice blend
3174,"Babyfood, juice, orange and apple and banana",banana orange juice babyfood apple,banana baby,0.67,67105,Bananas baby food
3179,"Babyfood, juice, mixed fruit",juice fruit mixed babyfood,fruit juice baby,0.742,67,Fruits and juices baby food
3181,"Babyfood, cereal, barley, dry fortified",dry barley fortified cereal babyfood,barley bread,0.557,51801,Bread barley
3184,"Babyfood, cereal, whole wheat, with apples, dry fortified",dry fortified whole cereal wheat babyfood apple,whole bread wheat,0.513,5120,Whole wheat breads
3185,"Babyfood, cereal, mixed, dry fortified",dry fortified cereal babyfood mixed,water fortified bottled,0.52,942,Water bottled fortified
3186,"Babyfood, cereal, mixed, with bananas, dry",banana dry cereal babyfood mixed,banana baby,0.7,67105,Bananas baby food
3187,"Babyfood, cereal, mixed, with applesauce and bananas, strained",banana strained cereal applesauce babyfood mixed,baby applesauce,0.619,67102,Applesauce baby food
3188,"Babyfood, cereal, mixed, with applesauce and bananas, junior, fortified",banana fortified junior cereal applesauce babyfood mixed,baby applesauce,0.533,67102,Applesauce baby food
3189,"Babyfood, cereal, oatmeal, dry fortified",dry fortified oatmeal cereal babyfood,oatmeal,0.547,56203,Oatmeal
3190,"Babyfood, cereal, oatmeal, with bananas, dry",banana dry oatmeal cereal babyfood,banana baby,0.666,67105,Bananas baby food
3191,"Babyfood, cereal, oatmeal, with applesauce and bananas, strained",banana oatmeal strained cereal applesauce babyfood,baby applesauce,0.601,67102,Applesauce baby food
3192,"Babyfood, cereal, oatmeal, with applesauce and bananas, junior, fortified",banana fortified oatmeal junior cereal applesauce babyfood,baby applesauce,0.524,67102,Applesauce baby food
3194,"Babyfood, cereal, Rice, dry, fortified",dry fortified rice cereal babyfood,water fortified bottled,0.537,942,Water bottled fortified
3195,"Babyfood, cereal, rice, with applesauce and bananas, strained",banana rice strained cereal applesauce babyfood,baby applesauce,0.649,67102,Applesauce baby food
3205,"Babyfood, oatmeal cereal with fruit, dry, instant, toddler fortified",fruit instant dry toddler fortified oatmeal cereal babyfood,fruit baby cereal,0.509,673,Fruits with cereal baby food
3206,"Babyfood, cookie, baby, fruit",fruit baby cookie babyfood,fruit baby,0.74,67100,Fruit baby NFS
3209,"Babyfood, crackers, vegetable",vegetable babyfood cracker,baby meat vegetable,0.693,766,Vegetables with meat baby food
3212,"Babyfood, cereal, rice, with bananas, dry",banana dry rice cereal babyfood,banana baby,0.738,67105,Bananas baby food
3213,"Babyfood, cookies",cooky babyfood,cooky bar baby,0.742,538,Cookies and bars baby food
3215,"Babyfood, pretzels",pretzel babyfood,pretzel,0.785,54408,Pretzels
3216,"Babyfood, teething biscuits",teething biscuit babyfood,biscuit,0.605,521,Biscuits
3217,Zwieback,zwieback,toast zwieback bread sweet,0.789,55188,Sweet bread or Zwieback toast
3220,"Babyfood, dessert, dutch apple, strained",dutch dessert strained babyfood apple,baby dessert milk,0.5,133,Milk desserts baby food
3221,"Babyfood, dessert, dutch apple, junior",dutch dessert junior babyfood apple,baby dessert milk,0.472,133,Milk desserts baby food
3222,"Babyfood, cherry cobbler, junior",cobbler cherry junior babyfood,cobbler,0.612,53410,Cobblers
3224,"Babyfood, dessert, cherry vanilla pudding, strained",pudding dessert strained babyfood cherry vanilla,baby dessert milk,0.486,133,Milk desserts baby food
3225,"Babyfood, dessert, cherry vanilla pudding, junior",pudding dessert junior babyfood cherry vanilla,baby dessert milk,0.459,133,Milk desserts baby food
3227,"Babyfood, dessert, peach cobbler, strained",dessert strained peach cobbler babyfood,cobbler,0.568,53410,Cobblers
3228,"Babyfood, dessert, peach cobbler, junior",dessert junior peach cobbler babyfood,cobbler,0.559,53410,Cobblers
3233,"Babyfood, dessert, fruit pudding, pineapple, strained",fruit pudding dessert strained pineapple babyfood,pudding fruit,0.571,1324,Pudding with fruit
3235,"Babyfood, dessert, fruit dessert, without ascorbic acid, strained",fruit without dessert strained acid ascorbic babyfood,baby dessert milk,0.445,133,Milk desserts baby food
3236,"Babyfood, dessert, fruit dessert, without ascorbic acid, junior",fruit without dessert junior acid ascorbic babyfood,baby dessert milk,0.421,133,Milk desserts baby food
3245,"Babyfood, dessert, custard pudding, vanilla, strained",pudding dessert strained babyfood custard vanilla,pudding milk other custard,0.587,132,Puddings custards and other milk
3246,"Babyfood, dessert, custard pudding, vanilla, junior",pudding dessert junior babyfood custard vanilla,pudding milk other custard,0.562,132,Puddings custards and other milk
3265,"Babyfood, juice, apple and grape",juice apple grape babyfood,baby apple,0.652,67101,Apple baby food
3267,"Babyfood, juice, fruit punch, with calcium",fruit calcium punch juice babyfood,fruit juice baby,0.629,67,Fruits and juices baby food
3269,"Babyfood, juice, apple, with calcium",juice apple calcium babyfood,baby apple,0.552,67101,Apple baby food
3274,"Babyfood, dinner, vegetables and chicken, junior",dinner junior chicken babyfood vegetable,baby grain vegetable,0.549,765,Vegetables with grain baby food
3279,"Babyfood, dinner, mixed vegetable, junior",dinner junior babyfood vegetable mixed,mixed vegetable,0.654,75311,Mixed vegetables
3280,"Babyfood, fruit, bananas with tapioca, junior",fruit banana tapioca junior babyfood,banana baby other fruit,0.615,67106,Bananas with other fruit baby food
3282,"Babyfood, vegetables, mix vegetables junior",junior mix babyfood vegetable,baby meat vegetable,0.627,766,Vegetables with meat baby food
3283,"Babyfood, vegetables, garden vegetable, strained",strained garden babyfood vegetable,baby grain vegetable,0.674,765,Vegetables with grain baby food
3287,"Babyfood, dinner, beef noodle, junior",dinner beef junior noodle babyfood,noodle,0.563,5611,Noodles
3289,"Babyfood, apples with ham, strained",strained apple ham babyfood,baby apple,0.641,67101,Apple baby food
3290,"Babyfood, carrots and beef, strained",strained beef carrot babyfood,carrot,0.554,731,Carrots
3293,"Babyfood, plums, bananas and rice, strained",banana rice strained plum babyfood,banana baby,0.685,67105,Bananas baby food
3296,"Babyfood, dinner, turkey, rice, and vegetables, toddler",toddler turkey rice dinner babyfood vegetable,baby meat vegetable,0.534,766,Vegetables with meat baby food
3297,"Babyfood, dinner, apples and chicken, strained",dinner strained chicken babyfood apple,baby apple,0.518,67101,Apple baby food
3298,"Babyfood, dinner, broccoli and chicken, junior",broccoli dinner junior chicken babyfood,broccoli,0.565,7220,Broccoli
3301,"Babyfood, beverage, GERBER GRADUATE FRUIT SPLASHERS",fruit beverage splasher graduate gerber babyfood,sherbert,0.455,1315,Sherbert
3302,"Babyfood, snack, GERBER, GRADUATES, YOGURT MELTS",melt yogurt graduate gerber babyfood snack,baby yogurt,0.54,1148,Yogurt baby food
3303,"Babyfood, dinner, sweet potatoes and chicken, strained",dinner potato strained chicken babyfood sweet,potato canned sweet,0.606,73407,Sweet potato canned
3821,"Infant formula, MEAD JOHNSON, PREGESTIMIL, with iron, powder, not reconstituted",johnson pregestimil iron formula powder reconstituted mead infant,formula infant fluid reconstituted,0.668,117,Infant formulas fluid reconstituted
3838,"Infant formula, MEAD JOHNSON, ENFAMIL, NUTRAMIGEN LIPIL, with iron, powder, not reconstituted, with ARA and DHA",johnson ara iron formula powder lipil reconstituted dha mead nutramigen infant enfamil,formula infant fluid reconstituted,0.616,117,Infant formulas fluid reconstituted
3852,"Infant formula, MEAD JOHNSON, ENFAMIL, PROSOBEE LIPIL, with iron, powder, not reconstituted, with ARA and DHA",johnson ara prosobee iron formula powder lipil reconstituted dha mead infant enfamil,formula infant fluid reconstituted,0.61,117,Infant formulas fluid reconstituted
3860,"Child formula, ABBOTT NUTRITION, PEDIASURE, ready-to-feed",feed pediasure formula ready child nutrition abbott,function beverage drink energy sport formulated nutrition,0.464,95,Formulated nutrition beverages energy drinks sports drinks function
3867,"Infant formula, NESTLE, GOOD START SOY, with ARA and DHA, powder",formula start powder soy dha good ara nestle infant,formula powder from infant,0.669,1172,Infant formula from powder
3870,"Child formula, ABBOTT NUTRITION, PEDIASURE, ready-to-feed, with iron and fiber",fiber feed pediasure iron formula ready child nutrition abbott,function beverage drink energy sport formulated nutrition,0.46,95,Formulated nutrition beverages energy drinks sports drinks function
3934,"Babyfood, corn and sweet potatoes, strained",corn potato strained babyfood sweet,potato sweet,0.635,734,Sweet potatoes
3935,"Infant formula, ABBOTT NUTRITION, SIMILAC, ALIMENTUM, ADVANCE, ready-to-feed, with ARA and DHA",feed alimentum formula similac dha ready advance ara nutrition infant abbott,formula from concentrate infant,0.486,1174,Infant formula from concentrate
3943,"Infant formula, MEAD JOHNSON, ENFAMIL, AR LIPIL, powder, with ARA and DHA",johnson ara formula ar powder lipil dha mead infant enfamil,formula powder from infant,0.643,1172,Infant formula from powder
3945,"Infant formula, ABBOTT NUTRITION, SIMILAC, NEOSURE, powder, with ARA and DHA",formula powder similac neosure dha ara nutrition infant abbott,formula powder from infant,0.571,1172,Infant formula from powder
3948,"Infant formula, ABBOTT NUTRITION, SIMILAC, SENSITIVE, (LACTOSE FREE), powder, with ARA and DHA",sensitive formula powder similac free dha lactose ara nutrition infant abbott,formula powder from infant,0.505,1172,Infant formula from powder
3950,"Infant formula, ABBOTT NUTRITION, SIMILAC, ADVANCE, with iron, powder, not reconstituted",iron formula powder similac reconstituted advance nutrition infant abbott,formula infant fluid reconstituted,0.638,117,Infant formulas fluid reconstituted
3954,"Infant formula, ABBOTT NUTRITION, SIMILAC, ISOMIL, ADVANCE with iron, powder, not reconstituted",iron formula powder similac reconstituted isomil advance nutrition infant abbott,formula infant fluid reconstituted,0.607,117,Infant formulas fluid reconstituted
3955,"Infant Formula, MEAD JOHNSON, ENFAMIL, ENFACARE LIPIL, ready-to-feed, with ARA and DHA",johnson ara feed formula lipil dha ready mead enfacare infant enfamil,formula fluit infant,0.513,1171,Infant formula fluit
